video_id,clip_id,start_frame,end_frame,action,action_idx
P01_01,P01_01_002141_002157,2141,2157,remove finger,78
P01_01,P01_01_002158_002174,2158,2174,incise membrane,52
P01_01,P01_01_002166_002182,2166,2182,incise membrane,52
P01_01,P01_01_002174_002190,2174,2190,incise membrane,52
P01_01,P01_01_002182_002198,2182,2198,incise membrane,52
P01_01,P01_01_002190_002206,2190,2206,incise membrane,52
P01_01,P01_01_002198_002214,2198,2214,incise membrane,52
P01_01,P01_01_002206_002222,2206,2222,incise membrane,52
P01_01,P01_01_002214_002230,2214,2230,incise membrane,52
P01_01,P01_01_002222_002238,2222,2238,incise membrane,52
P01_01,P01_01_002230_002246,2230,2246,incise membrane,52
P01_01,P01_01_002238_002254,2238,2254,incise membrane,52
P01_01,P01_01_002246_002262,2246,2262,incise membrane,52
P01_01,P01_01_002254_002270,2254,2270,incise membrane,52
P01_01,P01_01_002261_002277,2261,2277,incise membrane,52
P01_01,P01_01_002278_002294,2278,2294,insert finger,60
P01_01,P01_01_002286_002302,2286,2302,insert finger,60
P01_01,P01_01_002294_002310,2294,2310,insert finger,60
P01_01,P01_01_002302_002318,2302,2318,insert finger,60
P01_01,P01_01_002310_002326,2310,2326,insert finger,60
P01_01,P01_01_002318_002334,2318,2334,insert finger,60
P01_01,P01_01_002326_002342,2326,2342,insert finger,60
P01_01,P01_01_002334_002350,2334,2350,insert finger,60
P01_01,P01_01_002342_002358,2342,2358,insert finger,60
P01_01,P01_01_002350_002366,2350,2366,insert finger,60
P01_01,P01_01_002358_002374,2358,2374,insert finger,60
P01_01,P01_01_002366_002382,2366,2382,insert finger,60
P01_01,P01_01_002374_002390,2374,2390,insert finger,60
P01_01,P01_01_002382_002398,2382,2398,insert finger,60
P01_01,P01_01_002390_002406,2390,2406,insert finger,60
P01_01,P01_01_002398_002414,2398,2414,insert finger,60
P01_01,P01_01_002406_002422,2406,2422,insert finger,60
P01_01,P01_01_002414_002430,2414,2430,insert finger,60
P01_01,P01_01_002422_002438,2422,2438,insert finger,60
P01_01,P01_01_002430_002446,2430,2446,insert finger,60
P01_01,P01_01_002438_002454,2438,2454,insert finger,60
P01_01,P01_01_002441_002457,2441,2457,insert finger,60
P01_01,P01_01_002458_002474,2458,2474,drop scalpel,35
P01_01,P01_01_002466_002482,2466,2482,drop scalpel,35
P01_01,P01_01_002474_002490,2474,2490,drop scalpel,35
P01_01,P01_01_002482_002498,2482,2498,drop scalpel,35
P01_01,P01_01_002490_002506,2490,2506,drop scalpel,35
P01_01,P01_01_002498_002514,2498,2514,drop scalpel,35
P01_01,P01_01_002501_002517,2501,2517,drop scalpel,35
P01_01,P01_01_002518_002534,2518,2534,take hook,97
P01_01,P01_01_002526_002542,2526,2542,take hook,97
P01_01,P01_01_002534_002550,2534,2550,take hook,97
P01_01,P01_01_002542_002558,2542,2558,take hook,97
P01_01,P01_01_002550_002566,2550,2566,take hook,97
P01_01,P01_01_002558_002574,2558,2574,take hook,97
P01_01,P01_01_002566_002582,2566,2582,take hook,97
P01_01,P01_01_002574_002590,2574,2590,take hook,97
P01_01,P01_01_002582_002598,2582,2598,take hook,97
P01_01,P01_01_002590_002606,2590,2606,take hook,97
P01_01,P01_01_002598_002614,2598,2614,take hook,97
P01_01,P01_01_002606_002622,2606,2622,take hook,97
P01_01,P01_01_002614_002630,2614,2630,take hook,97
P01_01,P01_01_002621_002637,2621,2637,take hook,97
P01_01,P01_01_002638_002654,2638,2654,insert hook,61
P01_01,P01_01_002646_002662,2646,2662,insert hook,61
P01_01,P01_01_002654_002670,2654,2670,insert hook,61
P01_01,P01_01_002662_002678,2662,2678,insert hook,61
P01_01,P01_01_002670_002686,2670,2686,insert hook,61
P01_01,P01_01_002678_002694,2678,2694,insert hook,61
P01_01,P01_01_002686_002702,2686,2702,insert hook,61
P01_01,P01_01_002694_002710,2694,2710,insert hook,61
P01_01,P01_01_002702_002718,2702,2718,insert hook,61
P01_01,P01_01_002710_002726,2710,2726,insert hook,61
P01_01,P01_01_002718_002734,2718,2734,insert hook,61
P01_01,P01_01_002726_002742,2726,2742,insert hook,61
P01_01,P01_01_002734_002750,2734,2750,insert hook,61
P01_01,P01_01_002742_002758,2742,2758,insert hook,61
P01_01,P01_01_002750_002766,2750,2766,insert hook,61
P01_01,P01_01_002758_002774,2758,2774,insert hook,61
P01_01,P01_01_002766_002782,2766,2782,insert hook,61
P01_01,P01_01_002774_002790,2774,2790,insert hook,61
P01_01,P01_01_002782_002798,2782,2798,insert hook,61
P01_01,P01_01_002790_002806,2790,2806,insert hook,61
P01_01,P01_01_002798_002814,2798,2814,insert hook,61
P01_01,P01_01_002806_002822,2806,2822,insert hook,61
P01_01,P01_01_002814_002830,2814,2830,insert hook,61
P01_01,P01_01_002822_002838,2822,2838,insert hook,61
P01_01,P01_01_002830_002846,2830,2846,insert hook,61
P01_01,P01_01_002838_002854,2838,2854,insert hook,61
P01_01,P01_01_002846_002862,2846,2862,insert hook,61
P01_01,P01_01_002854_002870,2854,2870,insert hook,61
P01_01,P01_01_002862_002878,2862,2878,insert hook,61
P01_01,P01_01_002870_002886,2870,2886,insert hook,61
P01_01,P01_01_002878_002894,2878,2894,insert hook,61
P01_01,P01_01_002886_002902,2886,2902,insert hook,61
P01_01,P01_01_002894_002910,2894,2910,insert hook,61
P01_01,P01_01_002902_002918,2902,2918,insert hook,61
P01_01,P01_01_002910_002926,2910,2926,insert hook,61
P01_01,P01_01_002918_002934,2918,2934,insert hook,61
P01_01,P01_01_002926_002942,2926,2942,insert hook,61
P01_01,P01_01_002934_002950,2934,2950,insert hook,61
P01_01,P01_01_002942_002958,2942,2958,insert hook,61
P01_01,P01_01_002950_002966,2950,2966,insert hook,61
P01_01,P01_01_002958_002974,2958,2974,insert hook,61
P01_01,P01_01_002966_002982,2966,2982,insert hook,61
P01_01,P01_01_002974_002990,2974,2990,insert hook,61
P01_01,P01_01_002981_002997,2981,2997,insert hook,61
P01_01,P01_01_002998_003014,2998,3014,take tube,111
P01_01,P01_01_003006_003022,3006,3022,take tube,111
P01_01,P01_01_003014_003030,3014,3030,take tube,111
P01_01,P01_01_003022_003038,3022,3038,take tube,111
P01_01,P01_01_003030_003046,3030,3046,take tube,111
P01_01,P01_01_003038_003054,3038,3054,take tube,111
P01_01,P01_01_003046_003062,3046,3062,take tube,111
P01_01,P01_01_003054_003070,3054,3070,take tube,111
P01_01,P01_01_003062_003078,3062,3078,take tube,111
P01_01,P01_01_003070_003086,3070,3086,take tube,111
P01_01,P01_01_003078_003094,3078,3094,take tube,111
P01_01,P01_01_003086_003102,3086,3102,take tube,111
P01_01,P01_01_003094_003110,3094,3110,take tube,111
P01_01,P01_01_003100_003116,3100,3116,take tube,111
P01_01,P01_01_003117_003133,3117,3133,insert tube,64
P01_01,P01_01_003125_003141,3125,3141,insert tube,64
P01_01,P01_01_003133_003149,3133,3149,insert tube,64
P01_01,P01_01_003141_003157,3141,3157,insert tube,64
P01_01,P01_01_003149_003165,3149,3165,insert tube,64
P01_01,P01_01_003157_003173,3157,3173,insert tube,64
P01_01,P01_01_003165_003181,3165,3181,insert tube,64
P01_01,P01_01_003173_003189,3173,3189,insert tube,64
P01_01,P01_01_003181_003197,3181,3197,insert tube,64
P01_01,P01_01_003189_003205,3189,3205,insert tube,64
P01_01,P01_01_003197_003213,3197,3213,insert tube,64
P01_01,P01_01_003205_003221,3205,3221,insert tube,64
P01_01,P01_01_003213_003229,3213,3229,insert tube,64
P01_01,P01_01_003221_003237,3221,3237,insert tube,64
P01_01,P01_01_003229_003245,3229,3245,insert tube,64
P01_01,P01_01_003237_003253,3237,3253,insert tube,64
P01_01,P01_01_003245_003261,3245,3261,insert tube,64
P01_01,P01_01_003253_003269,3253,3269,insert tube,64
P01_01,P01_01_003261_003277,3261,3277,insert tube,64
P01_01,P01_01_003269_003285,3269,3285,insert tube,64
P01_01,P01_01_003277_003293,3277,3293,insert tube,64
P01_01,P01_01_003280_003296,3280,3296,insert tube,64
P01_01,P01_01_003297_003313,3297,3313,remove hook,79
P01_01,P01_01_003305_003321,3305,3321,remove hook,79
P01_01,P01_01_003313_003329,3313,3329,remove hook,79
P01_01,P01_01_003321_003337,3321,3337,remove hook,79
P01_01,P01_01_003329_003345,3329,3345,remove hook,79
P01_01,P01_01_003337_003353,3337,3353,remove hook,79
P01_01,P01_01_003340_003356,3340,3356,remove hook,79
P01_01,P01_01_003357_003373,3357,3373,drop hook,30
P01_01,P01_01_003365_003381,3365,3381,drop hook,30
P01_01,P01_01_003373_003389,3373,3389,drop hook,30
P01_01,P01_01_003381_003397,3381,3397,drop hook,30
P01_01,P01_01_003389_003405,3389,3405,drop hook,30
P01_01,P01_01_003397_003413,3397,3413,drop hook,30
P01_01,P01_01_003405_003421,3405,3421,drop hook,30
P01_01,P01_01_003413_003429,3413,3429,drop hook,30
P01_01,P01_01_003421_003437,3421,3437,drop hook,30
P01_01,P01_01_003429_003445,3429,3445,drop hook,30
P01_01,P01_01_003437_003453,3437,3453,drop hook,30
P01_01,P01_01_003445_003461,3445,3461,drop hook,30
P01_01,P01_01_003453_003469,3453,3469,drop hook,30
P01_01,P01_01_003460_003476,3460,3476,drop hook,30
P01_01,P01_01_003477_003493,3477,3493,take syringe,108
P01_01,P01_01_003485_003501,3485,3501,take syringe,108
P01_01,P01_01_003493_003509,3493,3509,take syringe,108
P01_01,P01_01_003501_003517,3501,3517,take syringe,108
P01_01,P01_01_003509_003525,3509,3525,take syringe,108
P01_01,P01_01_003517_003533,3517,3533,take syringe,108
P01_01,P01_01_003525_003541,3525,3541,take syringe,108
P01_01,P01_01_003533_003549,3533,3549,take syringe,108
P01_01,P01_01_003541_003557,3541,3557,take syringe,108
P01_01,P01_01_003549_003565,3549,3565,take syringe,108
P01_01,P01_01_003557_003573,3557,3573,take syringe,108
P01_01,P01_01_003565_003581,3565,3581,take syringe,108
P01_01,P01_01_003573_003589,3573,3589,take syringe,108
P01_01,P01_01_003581_003597,3581,3597,take syringe,108
P01_01,P01_01_003589_003605,3589,3605,take syringe,108
P01_01,P01_01_003597_003613,3597,3613,take syringe,108
P01_01,P01_01_003605_003621,3605,3621,take syringe,108
P01_01,P01_01_003613_003629,3613,3629,take syringe,108
P01_01,P01_01_003621_003637,3621,3637,take syringe,108
P01_01,P01_01_003629_003645,3629,3645,take syringe,108
P01_01,P01_01_003637_003653,3637,3653,take syringe,108
P01_01,P01_01_003645_003661,3645,3661,take syringe,108
P01_01,P01_01_003653_003669,3653,3669,take syringe,108
P01_01,P01_01_003661_003677,3661,3677,take syringe,108
P01_01,P01_01_003669_003685,3669,3685,take syringe,108
P01_01,P01_01_003677_003693,3677,3693,take syringe,108
P01_01,P01_01_003685_003701,3685,3701,take syringe,108
P01_01,P01_01_003693_003709,3693,3709,take syringe,108
P01_01,P01_01_003700_003716,3700,3716,take syringe,108
P01_01,P01_01_003717_003733,3717,3733,attach syringe,12
P01_01,P01_01_003725_003741,3725,3741,attach syringe,12
P01_01,P01_01_003733_003749,3733,3749,attach syringe,12
P01_01,P01_01_003741_003757,3741,3757,attach syringe,12
P01_01,P01_01_003749_003765,3749,3765,attach syringe,12
P01_01,P01_01_003757_003773,3757,3773,attach syringe,12
P01_01,P01_01_003765_003781,3765,3781,attach syringe,12
P01_01,P01_01_003773_003789,3773,3789,attach syringe,12
P01_01,P01_01_003781_003797,3781,3797,attach syringe,12
P01_01,P01_01_003789_003805,3789,3805,attach syringe,12
P01_01,P01_01_003797_003813,3797,3813,attach syringe,12
P01_01,P01_01_003805_003821,3805,3821,attach syringe,12
P01_01,P01_01_003813_003829,3813,3829,attach syringe,12
P01_01,P01_01_003820_003836,3820,3836,attach syringe,12
P01_01,P01_01_003837_003853,3837,3853,inflate cuff,56
P01_01,P01_01_003845_003861,3845,3861,inflate cuff,56
P01_01,P01_01_003853_003869,3853,3869,inflate cuff,56
P01_01,P01_01_003861_003877,3861,3877,inflate cuff,56
P01_01,P01_01_003869_003885,3869,3885,inflate cuff,56
P01_01,P01_01_003877_003893,3877,3893,inflate cuff,56
P01_01,P01_01_003885_003901,3885,3901,inflate cuff,56
P01_01,P01_01_003893_003909,3893,3909,inflate cuff,56
P01_01,P01_01_003901_003917,3901,3917,inflate cuff,56
P01_01,P01_01_003909_003925,3909,3925,inflate cuff,56
P01_01,P01_01_003917_003933,3917,3933,inflate cuff,56
P01_01,P01_01_003925_003941,3925,3941,inflate cuff,56
P01_01,P01_01_003933_003949,3933,3949,inflate cuff,56
P01_01,P01_01_003940_003956,3940,3956,inflate cuff,56
P01_01,P01_01_003957_003973,3957,3973,detach syringe,21
P01_01,P01_01_003965_003981,3965,3981,detach syringe,21
P01_01,P01_01_003973_003989,3973,3989,detach syringe,21
P01_01,P01_01_003981_003997,3981,3997,detach syringe,21
P01_01,P01_01_003989_004005,3989,4005,detach syringe,21
P01_01,P01_01_003997_004013,3997,4013,detach syringe,21
P01_01,P01_01_003999_004015,3999,4015,detach syringe,21
P01_01,P01_01_004016_004032,4016,4032,drop syringe,38
P01_01,P01_01_004024_004040,4024,4040,drop syringe,38
P01_01,P01_01_004032_004048,4032,4048,drop syringe,38
P01_01,P01_01_004040_004056,4040,4056,drop syringe,38
P01_01,P01_01_004048_004064,4048,4064,drop syringe,38
P01_01,P01_01_004056_004072,4056,4072,drop syringe,38
